,file_name,grade,score
0,cow_3_999.jpg,3,77.38768860076874
1,cow_3_999.jpg,3,67.04571554042927
2,cow_3_999.jpg,3,98.27647125129371
3,cow_3_999.jpg,3,68.85141516666155
4,cow_3_999.jpg,3,70.89080950207386
5,cow_3_999.jpg,3,73.82014484620113
6,cow_3_999.jpg,3,29.446883204560798
7,cow_3_999.jpg,3,58.06278674596432
8,cow_3_999.jpg,3,58.35732925904448
9,cow_3_999.jpg,3,92.03529041067115
10,cow_3_999.jpg,3,96.90353133191553
11,cow_3_999.jpg,3,77.38768860076874
12,cow_3_999.jpg,3,108.41759436102522
13,cow_3_999.jpg,3,61.19616642950098
14,cow_3_999.jpg,3,109.65326233889525
15,cow_3_999.jpg,3,60.18797431406888
16,cow_3_999.jpg,3,69.13698009105642
17,cow_3_999.jpg,3,67.04571554042927
18,cow_3_999.jpg,3,24.099822466107167
19,cow_3_999.jpg,3,79.7627626901405
20,cow_3_999.jpg,3,88.89920005126507
21,cow_3_999.jpg,3,29.58596084450468
22,cow_3_999.jpg,3,43.91343346185491
23,cow_3_999.jpg,3,60.74266888282085
24,cow_3_999.jpg,3,69.09206873097466
25,cow_3_999.jpg,3,71.80763528539659
26,cow_3_999.jpg,3,98.23585441973246
27,cow_3_999.jpg,3,86.19743055621012
28,cow_3_999.jpg,3,79.59386038687973
29,cow_3_999.jpg,3,40.52650934722648
30,cow_3_999.jpg,3,85.86572722599917
31,cow_3_999.jpg,3,82.35250794927545
32,cow_3_999.jpg,3,99.91515295080379
33,cow_3_999.jpg,3,43.55850814230348
34,cow_3_999.jpg,3,41.001797924600424
35,cow_3_999.jpg,3,78.42418124992399
36,cow_3_999.jpg,3,34.1753322582439
37,cow_3_999.jpg,3,70.09695382424735
38,cow_3_999.jpg,3,46.558263641148606
39,cow_3_999.jpg,3,71.72623959717463
40,cow_3_999.jpg,3,43.64020333541425
41,cow_3_999.jpg,3,111.02166061389981
42,cow_3_999.jpg,3,61.84126984126984
43,cow_3_999.jpg,3,93.61900738326594
44,cow_3_999.jpg,3,69.05946201582577
45,cow_3_999.jpg,3,36.560658108841075
46,cow_3_999.jpg,3,90.96891938992584
47,cow_3_999.jpg,3,55.58835449371443
48,cow_3_999.jpg,3,63.579945916711736
49,cow_3_999.jpg,3,116.31528461441373
50,cow_3_999.jpg,3,63.39612042631186
51,cow_3_999.jpg,3,72.49233499898253
52,cow_3_999.jpg,3,89.65999457425602
53,cow_3_999.jpg,3,78.5305891558112
54,cow_3_999.jpg,3,123.10841239846849
55,cow_3_999.jpg,3,61.6474479538232
56,cow_3_999.jpg,3,48.859852631234986
57,cow_3_999.jpg,3,51.12631140860457
